ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
10,31,0.196298,0.486572,7.07672,0.848223,1412.7,-0.16031,67.8092,40,0,0.498782,0.498782
29,46,5.10466,1.3877,6.33519,0.976379,905.68,-0.30969,73.2389,68,0,0.485423,0.485423
30,45,5.38334,0.325199,5.9006,0.93314,661.593,-0.323917,75.3498,76,0,0.5,0.5
30,45,5.43954,0.477093,6.34032,0.958941,659.21,-0.328457,75.0187,79,0,0.5,0.5
30,37,4.09766,7.49194,4.81721,1.46048,240.56,-0.651168,81.6418,46,0,0.5,0.5
30,37,4.1001,7.50309,4.80912,1.42588,245.233,-0.647107,81.9694,45,0,0.498575,0.498575
30,45,5.42398,0.443851,5.83592,0.932282,654.277,-0.324311,75.2202,76,0,0.5,0.5
30,44,5.33224,0.538925,6.32998,0.975697,721.455,-0.345421,74.9279,80,0,0.492819,0.492819
24,30,8.21383,0.403528,6.91031,5.586,30.1173,-17.089,83.3333,19,0,0.5,0.5
25,30,6.82847,3.80404,8.60775,5.2239,20.4725,-28.2713,83.3333,13,0,0.5,0.5
30,45,5.40711,8.64241,6.83589,4.31014,718.444,-0.382116,71.343,55,0,0.5,0.5
28,37,3.03195,8.44445,8.07724,0.847482,778.301,-0.295932,74.5989,71,0,0.497534,0.497534
28,38,3.24991,8.43005,8.26661,0.790178,768.5,-0.289865,75.2575,72,0,0.5,0.5
24,30,8.09774,0.530307,5.87816,6.34236,32.6662,-8.49138,83.3333,20,0,0.5,0.5
10,31,0.68287,0.608373,7.06709,0.847661,1082.19,-0.160563,67.9878,41,0,0.498978,0.498978
10,31,0.677765,0.609181,7.0671,0.847657,1074.4,-0.159411,68.0408,41,0,0.498978,0.498978
28,38,3.25043,8.56895,8.29564,0.838853,793.128,-0.294582,75.243,75,0,0.498034,0.498034
30,38,4.2889,8.63217,6.50095,1.4075,308.445,-0.460038,80.5186,45,0,0.5,0.5
28,38,3.19081,8.52353,8.29014,0.840876,798.074,-0.288295,74.8345,68,0,0.5,0.5
30,45,5.40724,8.73906,6.84263,4.80445,722.23,-0.387863,71.2259,54,0,0.5,0.5
30,45,5.40675,8.3828,6.8359,4.88971,755.049,-0.395291,71.1204,54,0,0.5,0.5
28,37,3.35223,8.53607,8.15378,0.869384,747.608,-0.318635,75.5214,85,0,0.5,0.5
10,31,0.4293,0.507827,7.06753,0.847789,1404.65,-0.162679,67.9526,41,0,0.498782,0.498782
28,37,3.35353,8.5192,8.07275,0.839735,745.748,-0.323158,76.3632,86,0,0.5,0.5
10,31,0.4293,0.583969,7.06753,0.847789,1357.74,-0.162082,67.9648,41,0,0.5,0.5
30,45,5.38568,0.419358,5.8501,0.934064,661.593,-0.323917,75.3498,76,0,0.5,0.5
30,37,2.9966,8.41833,6.76103,0.837441,626.199,-0.371964,77.5082,79,0,0.491586,0.491586
30,45,5.39688,0.612232,6.32385,0.95833,666.573,-0.328011,75.1528,78,0,0.5,0.5
30,38,4.42024,8.85166,4.84466,0.946591,294.915,-0.477178,83.3949,47,0,0.494503,0.494503
25,30,6.89052,3.77375,8.59115,5.12536,20.4725,-28.2713,83.3333,13,0,0.5,0.5
30,38,4.37599,8.49066,6.53723,1.73717,296.198,-0.468969,79.7318,43,0,0.5,0.5
30,38,4.26667,8.72623,6.80201,0.976638,323.876,-0.447461,81.5408,44,0,0.5,0.5
30,38,4.38548,8.64496,6.49712,1.41943,308.222,-0.465189,80.3075,45,0,0.498883,0.498883
23,30,8.13088,0.120233,6.8618,4.82266,28.9968,-1.88405,85.4545,18,0,0.5,0.5
22,30,8.18971,0.129564,6.75668,5.74269,73.9381,-1.88098,88.3117,31,0,0.491044,0.491044
30,38,4.27666,8.58013,6.5424,1.17469,318.29,-0.453357,80.9954,45,0,0.5,0.5
30,38,4.34133,8.68291,6.80994,0.976509,323.645,-0.451813,81.3663,46,0,0.49883,0.49883
30,38,4.33627,8.66933,6.81015,1.01163,318.062,-0.458098,80.8038,44,0,0.5,0.5
30,38,4.38424,8.65783,6.53488,1.59961,302.696,-0.467354,80.0292,43,0,0.5,0.5
23,30,8.16024,0.103367,6.91293,4.82001,25.9846,-1.89559,85.4545,14,0,0.5,0.5
30,38,4.27195,7.33887,5.29212,0.932834,321.027,-0.439943,81.6823,43,0,0.498062,0.498062
22,30,7.61732,0.1,6.80192,6.20346,108.626,-1.84457,89.899,40,0,0.497722,0.497722
22,30,7.61688,0.1,6.79899,6.51396,97.0971,-1.84611,89.2045,37,0,0.5,0.5
26,30,5.32779,3.87045,8.42114,9.51535,49.6842,-4.16019,83.3333,24,0,0.5,0.5
22,30,7.59561,0.1,5.21891,6.21325,110.202,-1.39555,90.4545,37,0,0.5,0.5
27,30,4.15433,4.8376,8.6125,4.99393,35.7002,-5.7177,83.3333,22,0,0.5,0.5
24,30,8.22505,0.404822,6.91996,5.57747,30.1173,-17.089,83.3333,19,0,0.5,0.5
24,30,8.50595,0.404822,6.78775,5.57747,20.6613,-28.2172,83.3333,14,0,0.486814,0.486814
26,30,5.35282,3.93909,8.58841,5.8964,35.0117,-6.45598,83.3333,22,0,0.5,0.5
26,30,5.1858,3.86392,8.61187,4.9898,27.5435,-20.6332,83.3333,16,0,0.209569,0.209569
